Date,Round,Venue,A_Team,B_Team,Winner
2019-05-05 15:20:00,7,M.C.G.,Essendon,Geelong,Geelong
2019-05-05 16:40:00,7,Adelaide Oval,Fremantle,Adelaide,Adelaide
2019-05-10 19:50:00,8,S.C.G.,Essendon,Sydney,Sydney
2019-05-11 13:45:00,8,M.C.G.,Collingwood,Carlton,Collingwood
2019-05-11 13:45:00,8,Eureka Stadium,Brisbane Lions,Western Bulldogs,Western Bulldogs
2019-05-11 16:35:00,8,Carrara,Melbourne,Gold Coast,Melbourne
2019-05-11 19:25:00,8,Marvel Stadium,West Coast,St Kilda,West Coast
2019-05-11 19:40:00,8,Adelaide Oval,Adelaide,Port Adelaide,Adelaide
2019-05-12 13:10:00,8,Marvel Stadium,Geelong,North Melbourne,Geelong
2019-05-12 15:20:00,8,M.C.G.,Greater Western Sydney,Hawthorn,Hawthorn
2019-05-12 17:20:00,8,Perth Stadium,Richmond,Fremantle,Richmond
2019-05-17 20:10:00,9,Perth Stadium,Melbourne,West Coast,West Coast
2019-05-18 13:45:00,9,M.C.G.,St Kilda,Collingwood,Collingwood
2019-05-18 14:10:00,9,Gabba,Adelaide,Brisbane Lions,Brisbane Lions
2019-05-18 16:35:00,9,Kardinia Park,Western Bulldogs,Geelong,Geelong
2019-05-18 19:25:00,9,Marvel Stadium,Fremantle,Essendon,Essendon
2019-05-18 19:25:00,9,Bellerive Oval,Sydney,North Melbourne,Sydney
2019-05-19 13:10:00,9,Adelaide Oval,Gold Coast,Port Adelaide,Port Adelaide
2019-05-19 15:20:00,9,M.C.G.,Hawthorn,Richmond,Richmond
2019-05-19 16:40:00,9,Sydney Showground,Carlton,Greater Western Sydney,Greater Western Sydney
2019-05-24 19:50:00,10,S.C.G.,Collingwood,Sydney,Collingwood
2019-05-25 13:45:00,10,York Park,Port Adelaide,Hawthorn,Hawthorn
2019-05-25 14:10:00,10,Marvel Stadium,North Melbourne,Western Bulldogs,North Melbourne
2019-05-25 16:35:00,10,Adelaide Oval,West Coast,Adelaide,West Coast
2019-05-25 19:25:00,10,Carrara,Geelong,Gold Coast,Geelong
2019-05-25 19:25:00,10,M.C.G.,Essendon,Richmond,Richmond
2019-05-26 13:10:00,10,M.C.G.,Greater Western Sydney,Melbourne,Greater Western Sydney
2019-05-26 15:20:00,10,Marvel Stadium,Carlton,St Kilda,St Kilda
2019-05-26 17:20:00,10,Perth Stadium,Brisbane Lions,Fremantle,Fremantle
2019-05-31 19:50:00,11,Marvel Stadium,Richmond,North Melbourne,North Melbourne
2019-06-01 13:45:00,11,M.C.G.,Fremantle,Collingwood,Fremantle
2019-06-01 13:45:00,11,Sydney Showground,Gold Coast,Greater Western Sydney,Greater Western Sydney
2019-06-01 16:35:00,11,Kardinia Park,Sydney,Geelong,Geelong
2019-06-01 19:25:00,11,Gabba,Hawthorn,Brisbane Lions,Brisbane Lions
2019-06-01 19:40:00,11,Marrara Oval,Adelaide,Melbourne,Adelaide
2019-06-02 14:40:00,11,Jiangwan Stadium,Port Adelaide,St Kilda,Port Adelaide
2019-06-02 15:20:00,11,M.C.G.,Carlton,Essendon,Essendon
2019-06-02 17:20:00,11,Perth Stadium,Western Bulldogs,West Coast,West Coast
2019-06-07 19:50:00,12,M.C.G.,Geelong,Richmond,Geelong
2019-06-08 13:45:00,12,Marvel Stadium,Brisbane Lions,Carlton,Carlton
2019-06-08 16:35:00,12,Carrara,North Melbourne,Gold Coast,North Melbourne
2019-06-08 19:40:00,12,Adelaide Oval,Greater Western Sydney,Adelaide,Adelaide
2019-06-09 15:20:00,12,S.C.G.,West Coast,Sydney,Sydney
2019-06-10 15:20:00,12,M.C.G.,Melbourne,Collingwood,Collingwood
2019-06-13 19:50:00,13,Adelaide Oval,Richmond,Adelaide,Adelaide
2019-06-14 19:50:00,13,Marvel Stadium,Hawthorn,Essendon,Essendon
2019-06-15 13:45:00,13,Riverway Stadium,St Kilda,Gold Coast,St Kilda
2019-06-15 16:35:00,13,Perth Stadium,Port Adelaide,Fremantle,Fremantle
2019-06-15 19:25:00,13,Marvel Stadium,Western Bulldogs,Carlton,Western Bulldogs
2019-06-16 15:20:00,13,Bellerive Oval,Greater Western Sydney,North Melbourne,Greater Western Sydney
2019-06-20 20:10:00,14,Perth Stadium,Essendon,West Coast,West Coast
2019-06-21 19:50:00,14,S.C.G.,Hawthorn,Sydney,Sydney
2019-06-22 13:45:00,14,M.C.G.,Fremantle,Melbourne,Melbourne
2019-06-22 16:35:00,14,Marvel Stadium,Brisbane Lions,St Kilda,Brisbane Lions
2019-06-22 19:40:00,14,Adelaide Oval,Geelong,Port Adelaide,Port Adelaide
2019-06-23 15:20:00,14,Marvel Stadium,Collingwood,Western Bulldogs,Collingwood
2019-06-27 19:20:00,15,Marvel Stadium,Greater Western Sydney,Essendon,Essendon
2019-06-28 19:50:00,15,Kardinia Park,Adelaide,Geelong,Geelong
2019-06-29 13:45:00,15,M.C.G.,West Coast,Hawthorn,West Coast
2019-06-29 16:35:00,15,S.C.G.,Gold Coast,Sydney,Sydney
2019-06-29 19:25:00,15,Marvel Stadium,North Melbourne,Collingwood,North Melbourne
2019-06-29 19:40:00,15,Adelaide Oval,Western Bulldogs,Port Adelaide,Western Bulldogs
2019-06-30 13:10:00,15,Marvel Stadium,Richmond,St Kilda,Richmond
2019-06-30 15:20:00,15,Gabba,Melbourne,Brisbane Lions,Brisbane Lions
2019-06-30 17:20:00,15,Perth Stadium,Carlton,Fremantle,Carlton
2019-07-05 19:50:00,16,M.C.G.,Collingwood,Hawthorn,Hawthorn
2019-07-06 13:45:00,16,M.C.G.,Sydney,Essendon,Essendon
2019-07-06 14:10:00,16,Carrara,Richmond,Gold Coast,Richmond
2019-07-06 16:35:00,16,Adelaide Oval,Port Adelaide,Adelaide,Port Adelaide
2019-07-06 19:25:00,16,Marvel Stadium,Geelong,Western Bulldogs,Western Bulldogs
2019-07-06 20:10:00,16,Perth Stadium,West Coast,Fremantle,West Coast
2019-07-07 13:10:00,16,M.C.G.,Melbourne,Carlton,Melbourne
2019-07-07 15:20:00,16,Bellerive Oval,St Kilda,North Melbourne,North Melbourne
2019-07-07 16:40:00,16,Sydney Showground,Brisbane Lions,Greater Western Sydney,Brisbane Lions
2019-07-12 20:10:00,17,Perth Stadium,Collingwood,West Coast,Collingwood
2019-07-13 13:45:00,17,S.C.G.,Carlton,Sydney,Carlton
2019-07-13 14:10:00,17,York Park,Fremantle,Hawthorn,Hawthorn
2019-07-13 16:35:00,17,Marvel Stadium,North Melbourne,Essendon,Essendon
2019-07-13 19:25:00,17,Kardinia Park,St Kilda,Geelong,Geelong
2019-07-13 19:25:00,17,Carrara,Adelaide,Gold Coast,Adelaide
2019-07-14 13:10:00,17,M.C.G.,Greater Western Sydney,Richmond,Richmond
2019-07-14 15:20:00,17,Marvel Stadium,Melbourne,Western Bulldogs,Western Bulldogs
2019-07-14 16:40:00,17,Adelaide Oval,Brisbane Lions,Port Adelaide,Brisbane Lions
2019-07-19 19:50:00,18,Adelaide Oval,Essendon,Adelaide,Essendon
2019-07-20 13:45:00,18,M.C.G.,Port Adelaide,Richmond,Richmond
2019-07-20 14:10:00,18,Marvel Stadium,Gold Coast,Carlton,Carlton
2019-07-20 16:35:00,18,Sydney Showground,Collingwood,Greater Western Sydney,Greater Western Sydney
2019-07-20 19:25:00,18,Gabba,North Melbourne,Brisbane Lions,Brisbane Lions
2019-07-20 20:10:00,18,Perth Stadium,Sydney,Fremantle,Fremantle
2019-07-21 13:10:00,18,M.C.G.,Hawthorn,Geelong,Hawthorn
2019-07-21 15:20:00,18,Traeger Park,West Coast,Melbourne,West Coast
2019-07-21 16:40:00,18,Marvel Stadium,Western Bulldogs,St Kilda,St Kilda
2019-07-26 19:50:00,19,M.C.G.,Richmond,Collingwood,Richmond
2019-07-27 13:45:00,19,York Park,Brisbane Lions,Hawthorn,Brisbane Lions
2019-07-27 14:10:00,19,M.C.G.,Adelaide,Carlton,Carlton
2019-07-27 16:35:00,19,Perth Stadium,North Melbourne,West Coast,West Coast
2019-07-27 19:25:00,19,Marvel Stadium,Melbourne,St Kilda,St Kilda
2019-07-27 19:40:00,19,Adelaide Oval,Greater Western Sydney,Port Adelaide,Greater Western Sydney
2019-07-28 13:10:00,19,Marvel Stadium,Fremantle,Western Bulldogs,Western Bulldogs
2019-07-28 15:20:00,19,S.C.G.,Geelong,Sydney,Geelong
2019-07-28 16:40:00,19,Carrara,Essendon,Gold Coast,Essendon
2019-08-02 19:50:00,20,Marvel Stadium,Hawthorn,North Melbourne,North Melbourne
2019-08-03 13:45:00,20,Marvel Stadium,Port Adelaide,Essendon,Port Adelaide
2019-08-03 14:10:00,20,Sydney Showground,Sydney,Greater Western Sydney,Greater Western Sydney
2019-08-03 16:35:00,20,Perth Stadium,Geelong,Fremantle,Fremantle
2019-08-03 19:25:00,20,M.C.G.,Richmond,Melbourne,Richmond
2019-08-03 19:40:00,20,Adelaide Oval,St Kilda,Adelaide,Adelaide
2019-08-04 13:10:00,20,M.C.G.,Gold Coast,Collingwood,Collingwood
2019-08-04 15:20:00,20,Marvel Stadium,West Coast,Carlton,West Coast
2019-08-04 16:40:00,20,Gabba,Western Bulldogs,Brisbane Lions,Brisbane Lions
2019-08-09 19:50:00,21,Manuka Oval,Hawthorn,Greater Western Sydney,Hawthorn
2019-08-10 13:45:00,21,M.C.G.,Collingwood,Melbourne,Collingwood
2019-08-10 14:10:00,21,Adelaide Oval,Sydney,Port Adelaide,Port Adelaide
2019-08-10 16:35:00,21,Gabba,Gold Coast,Brisbane Lions,Brisbane Lions
2019-08-10 19:25:00,21,Marvel Stadium,Western Bulldogs,Essendon,Western Bulldogs
2019-08-10 19:25:00,21,Kardinia Park,North Melbourne,Geelong,Geelong
2019-08-11 13:10:00,21,Marvel Stadium,Fremantle,St Kilda,St Kilda
2019-08-11 15:20:00,21,M.C.G.,Carlton,Richmond,Richmond
2019-08-11 16:40:00,21,Perth Stadium,Adelaide,West Coast,West Coast
2019-08-16 19:50:00,22,M.C.G.,Sydney,Melbourne,Sydney
2019-08-17 13:45:00,22,M.C.G.,St Kilda,Carlton,Carlton
2019-08-17 14:10:00,22,Gabba,Geelong,Brisbane Lions,Brisbane Lions
2019-08-17 16:35:00,22,Adelaide Oval,Collingwood,Adelaide,Collingwood
2019-08-17 19:25:00,22,Marvel Stadium,Port Adelaide,North Melbourne,North Melbourne
2019-08-17 20:10:00,22,Perth Stadium,Essendon,Fremantle,Essendon
2019-08-18 13:10:00,22,M.C.G.,West Coast,Richmond,Richmond
2019-08-18 15:20:00,22,Sydney Showground,Western Bulldogs,Greater Western Sydney,Western Bulldogs
2019-08-18 16:40:00,22,Marvel Stadium,Gold Coast,Hawthorn,Hawthorn
2019-08-23 19:50:00,23,M.C.G.,Essendon,Collingwood,Collingwood
2019-08-24 13:45:00,23,S.C.G.,St Kilda,Sydney,Sydney
2019-08-24 14:10:00,23,Bellerive Oval,Melbourne,North Melbourne,North Melbourne
2019-08-24 16:35:00,23,Kardinia Park,Carlton,Geelong,Geelong
2019-08-24 19:10:00,23,Perth Stadium,Hawthorn,West Coast,Hawthorn
2019-08-24 19:25:00,23,Carrara,Greater Western Sydney,Gold Coast,Greater Western Sydney
2019-08-25 13:10:00,23,Eureka Stadium,Adelaide,Western Bulldogs,Western Bulldogs
2019-08-25 15:20:00,23,M.C.G.,Brisbane Lions,Richmond,Richmond
2019-08-25 16:40:00,23,Adelaide Oval,Fremantle,Port Adelaide,Port Adelaide
2019-09-05 20:10:00,24,Perth Stadium,Essendon,West Coast,West Coast
2019-09-06 19:50:00,24,M.C.G.,Collingwood,Geelong,Collingwood
2019-09-07 15:20:00,24,Sydney Showground,Western Bulldogs,Greater Western Sydney,Greater Western Sydney
2019-09-07 19:25:00,24,Gabba,Richmond,Brisbane Lions,Richmond
2019-09-13 19:50:00,25,M.C.G.,West Coast,Geelong,Geelong
2019-09-14 19:25:00,25,Gabba,Greater Western Sydney,Brisbane Lions,Greater Western Sydney
2019-09-20 19:50:00,26,M.C.G.,Geelong,Richmond,Richmond
2019-09-21 16:35:00,26,M.C.G.,Greater Western Sydney,Collingwood,Greater Western Sydney
2019-09-28 14:30:00,27,M.C.G.,Greater Western Sydney,Richmond,Richmond
2020-03-19 19:40:00,1,M.C.G.,Carlton,Richmond,Richmond
2020-03-20 19:50:00,1,Docklands,Collingwood,Western Bulldogs,Collingwood
2020-03-21 14:10:00,1,Docklands,Fremantle,Essendon,Essendon
2020-03-21 17:05:00,1,Adelaide Oval,Sydney,Adelaide,Sydney
2020-03-21 19:40:00,1,Carrara,Port Adelaide,Gold Coast,Port Adelaide
2020-03-21 19:40:00,1,Sydney Showground,Geelong,Greater Western Sydney,Greater Western Sydney
2020-03-22 13:05:00,1,Docklands,St Kilda,North Melbourne,North Melbourne
2020-03-22 15:35:00,1,M.C.G.,Brisbane Lions,Hawthorn,Hawthorn
2020-03-22 18:40:00,1,Perth Stadium,Melbourne,West Coast,West Coast
2020-06-11 19:40:00,2,M.C.G.,Richmond,Collingwood,
2020-06-12 19:50:00,2,Kardinia Park,Hawthorn,Geelong,Geelong
2020-06-13 13:45:00,2,Gabba,Fremantle,Brisbane Lions,Brisbane Lions
2020-06-13 16:35:00,2,Docklands,Melbourne,Carlton,Melbourne
2020-06-13 19:40:00,2,Carrara,West Coast,Gold Coast,Gold Coast
2020-06-13 19:40:00,2,Adelaide Oval,Adelaide,Port Adelaide,Port Adelaide
2020-06-14 13:05:00,2,Sydney Showground,North Melbourne,Greater Western Sydney,North Melbourne
2020-06-14 15:35:00,2,S.C.G.,Essendon,Sydney,Essendon
2020-06-14 18:05:00,2,Docklands,Western Bulldogs,St Kilda,St Kilda
2020-06-18 19:40:00,3,M.C.G.,Hawthorn,Richmond,Hawthorn
2020-06-19 19:50:00,3,Docklands,Greater Western Sydney,Western Bulldogs,Western Bulldogs
2020-06-20 13:45:00,3,Docklands,Sydney,North Melbourne,Sydney
2020-06-20 16:35:00,3,M.C.G.,St Kilda,Collingwood,Collingwood
2020-06-20 19:40:00,3,Gabba,West Coast,Brisbane Lions,Brisbane Lions
2020-06-20 19:40:00,3,Kardinia Park,Carlton,Geelong,Carlton
2020-06-21 15:05:00,3,Carrara,Adelaide,Gold Coast,Gold Coast
2020-06-21 20:10:00,3,Carrara,Port Adelaide,Fremantle,Port Adelaide
2020-06-25 19:40:00,4,S.C.G.,Western Bulldogs,Sydney,Western Bulldogs
2020-06-26 19:50:00,4,Sydney Showground,Collingwood,Greater Western Sydney,Greater Western Sydney
2020-06-27 13:45:00,4,Carrara,West Coast,Port Adelaide,Port Adelaide
2020-06-27 16:35:00,4,Docklands,Richmond,St Kilda,St Kilda
2020-06-27 19:40:00,4,M.C.G.,Carlton,Essendon,Carlton
2020-06-27 19:40:00,4,Carrara,Fremantle,Gold Coast,Gold Coast
2020-06-28 13:05:00,4,Gabba,Adelaide,Brisbane Lions,Brisbane Lions
2020-06-28 15:35:00,4,M.C.G.,Geelong,Melbourne,Geelong
2020-06-28 18:10:00,4,Docklands,North Melbourne,Hawthorn,Hawthorn
2020-07-02 19:40:00,5,Docklands,St Kilda,Carlton,St Kilda
2020-07-03 19:50:00,5,M.C.G.,Essendon,Collingwood,Essendon
2020-07-04 13:45:00,5,Carrara,Sydney,West Coast,West Coast
2020-07-04 16:35:00,5,Kardinia Park,Gold Coast,Geelong,Geelong
2020-07-04 19:40:00,5,Gabba,Port Adelaide,Brisbane Lions,Brisbane Lions
2020-07-04 19:40:00,5,Docklands,North Melbourne,Western Bulldogs,Western Bulldogs
2020-07-05 13:05:00,5,Carrara,Fremantle,Adelaide,Fremantle
2020-07-05 15:35:00,5,M.C.G.,Richmond,Melbourne,Richmond
2020-07-05 18:10:00,5,Sydney Showground,Hawthorn,Greater Western Sydney,Greater Western Sydney
2020-07-09 19:40:00,6,S.C.G.,Brisbane Lions,Geelong,Geelong
2020-07-10 19:50:00,6,Sydney Showground,Hawthorn,Collingwood,Collingwood
2020-07-11 12:35:00,6,Carrara,St Kilda,Fremantle,Fremantle
2020-07-11 15:05:00,6,Gabba,Adelaide,West Coast,West Coast
2020-07-11 18:05:00,6,Sydney Showground,Gold Coast,Melbourne,Melbourne
2020-07-11 19:40:00,6,Carrara,North Melbourne,Essendon,Essendon
2020-07-12 13:05:00,6,Carrara,Greater Western Sydney,Port Adelaide,Port Adelaide
2020-07-12 15:35:00,6,Gabba,Sydney,Richmond,Richmond
2020-07-12 18:45:00,6,Carrara,Western Bulldogs,Carlton,Carlton
2020-07-16 20:10:00,7,Perth Stadium,Collingwood,Geelong,Collingwood
2020-07-17 19:50:00,7,Carrara,Western Bulldogs,Essendon,Western Bulldogs
2020-07-18 13:45:00,7,Sydney Showground,Brisbane Lions,Greater Western Sydney,Brisbane Lions
2020-07-18 16:35:00,7,S.C.G.,Gold Coast,Sydney,Gold Coast
2020-07-18 19:40:00,7,Carrara,North Melbourne,Richmond,Richmond
2020-07-19 13:05:00,7,Gabba,Port Adelaide,Carlton,Port Adelaide
2020-07-19 15:35:00,7,Sydney Showground,Melbourne,Hawthorn,Melbourne
2020-07-19 18:35:00,7,Perth Stadium,West Coast,Fremantle,West Coast
2020-07-20 19:40:00,7,Adelaide Oval,St Kilda,Adelaide,St Kilda
2020-07-23 19:40:00,8,Carrara,Western Bulldogs,Gold Coast,Western Bulldogs
2020-07-24 19:50:00,8,Sydney Showground,Richmond,Greater Western Sydney,Greater Western Sydney
2020-07-25 13:05:00,8,Gabba,Carlton,North Melbourne,Carlton
2020-07-25 15:35:00,8,S.C.G.,Hawthorn,Sydney,Sydney
2020-07-25 19:40:00,8,Adelaide Oval,St Kilda,Port Adelaide,St Kilda
2020-07-26 13:05:00,8,Adelaide Oval,Essendon,Adelaide,Essendon
2020-07-26 15:35:00,8,Perth Stadium,Collingwood,West Coast,West Coast
2020-07-26 18:10:00,8,Carrara,Brisbane Lions,Melbourne,Brisbane Lions
2020-07-27 20:10:00,8,Perth Stadium,Geelong,Fremantle,Geelong
2020-07-29 19:10:00,9,Carrara,Richmond,Western Bulldogs,Richmond
2020-07-30 19:50:00,9,Gabba,Port Adelaide,Melbourne,Port Adelaide
2020-07-31 17:40:00,9,Perth Stadium,Hawthorn,Carlton,Hawthorn
2020-07-31 20:10:00,9,Carrara,Brisbane Lions,Essendon,Brisbane Lions
2020-08-01 14:35:00,9,Carrara,Adelaide,North Melbourne,North Melbourne
2020-08-01 17:10:00,9,Gabba,Sydney,St Kilda,St Kilda
2020-08-01 20:10:00,9,Perth Stadium,Geelong,West Coast,West Coast
2020-08-02 15:35:00,9,Carrara,Greater Western Sydney,Gold Coast,Greater Western Sydney
2020-08-02 18:10:00,9,Perth Stadium,Collingwood,Fremantle,Fremantle
2020-08-03 19:10:00,10,Adelaide Oval,Western Bulldogs,Port Adelaide,Port Adelaide
2020-08-04 19:10:00,10,Carrara,Brisbane Lions,Richmond,Richmond
2020-08-05 17:40:00,10,Gabba,North Melbourne,Geelong,Geelong
2020-08-05 20:10:00,10,Adelaide Oval,Melbourne,Adelaide,Melbourne
2020-08-06 17:40:00,10,Gabba,Sydney,Collingwood,Collingwood
2020-08-06 20:10:00,10,Carrara,St Kilda,Gold Coast,St Kilda
2020-08-07 19:50:00,10,Carrara,Greater Western Sydney,Essendon,Greater Western Sydney
2020-08-08 16:35:00,11,Adelaide Oval,Richmond,Port Adelaide,Port Adelaide
2020-08-08 19:40:00,11,Gabba,Western Bulldogs,Brisbane Lions,Brisbane Lions
2020-08-09 15:35:00,11,Perth Stadium,Carlton,West Coast,West Coast
2020-08-09 18:10:00,11,Adelaide Oval,North Melbourne,Melbourne,Melbourne
2020-08-10 18:10:00,11,Gabba,Geelong,St Kilda,Geelong
2020-08-10 20:40:00,11,Perth Stadium,Hawthorn,Fremantle,Fremantle
2020-08-11 18:35:00,11,Adelaide Oval,Collingwood,Adelaide,Collingwood
2020-08-12 19:10:00,11,Carrara,Essendon,Gold Coast,
2020-08-13 20:10:00,12,Perth Stadium,Greater Western Sydney,Sydney,Sydney
2020-08-14 19:50:00,12,Carrara,Port Adelaide,Geelong,Geelong
2020-08-15 14:35:00,12,Carrara,Brisbane Lions,North Melbourne,Brisbane Lions
2020-08-15 17:10:00,12,Gabba,Collingwood,Melbourne,Melbourne
2020-08-15 20:10:00,12,Perth Stadium,Carlton,Fremantle,Carlton
2020-08-16 13:05:00,12,Carrara,Adelaide,Western Bulldogs,Western Bulldogs
2020-08-16 15:35:00,12,Gabba,Essendon,St Kilda,St Kilda
2020-08-16 18:10:00,12,Perth Stadium,Hawthorn,West Coast,West Coast
2020-08-17 19:10:00,12,Gabba,Gold Coast,Richmond,Richmond
2020-08-21 19:50:00,13,Marrara Oval,Carlton,Gold Coast,Carlton
2020-08-22 13:45:00,13,Carrara,Melbourne,Western Bulldogs,Western Bulldogs
2020-08-22 16:35:00,13,Adelaide Oval,Hawthorn,Port Adelaide,Port Adelaide
2020-08-22 19:45:00,13,Marrara Oval,Richmond,Essendon,Richmond
2020-08-22 20:10:00,13,Perth Stadium,Sydney,Fremantle,Fremantle
2020-08-23 13:05:00,13,Adelaide Oval,Geelong,Adelaide,Geelong
2020-08-23 15:35:00,13,Gabba,St Kilda,Brisbane Lions,Brisbane Lions
2020-08-23 18:10:00,13,Perth Stadium,Greater Western Sydney,West Coast,West Coast
2020-08-24 19:10:00,13,Gabba,North Melbourne,Collingwood,Collingwood
2020-08-27 16:40:00,14,Adelaide Oval,Essendon,Hawthorn,Essendon
2020-08-27 19:10:00,14,Carrara,West Coast,Richmond,Richmond
2020-08-28 19:50:00,14,Carrara,Geelong,Western Bulldogs,Geelong
2020-08-29 13:45:00,14,Adelaide Oval,Sydney,Port Adelaide,Port Adelaide
2020-08-29 16:35:00,14,Perth Stadium,Greater Western Sydney,Fremantle,Greater Western Sydney
2020-08-29 19:40:00,14,Traeger Park,St Kilda,Melbourne,Melbourne
2020-08-30 15:35:00,14,Gabba,Collingwood,Carlton,Collingwood
2020-08-30 18:10:00,14,Carrara,North Melbourne,Gold Coast,Gold Coast
2020-09-01 17:40:00,15,Adelaide Oval,Adelaide,Hawthorn,Adelaide
2020-09-01 20:10:00,15,Gabba,Essendon,West Coast,West Coast
2020-09-02 19:10:00,15,Carrara,Fremantle,Richmond,Richmond
2020-09-03 16:40:00,15,Cazaly's Stadium,Melbourne,Sydney,Sydney
2020-09-03 19:10:00,15,Carrara,Carlton,Greater Western Sydney,Greater Western Sydney
2020-09-04 19:50:00,15,Gabba,Collingwood,Brisbane Lions,Brisbane Lions
2020-09-05 19:40:00,16,Carrara,Port Adelaide,North Melbourne,Port Adelaide
2020-09-06 13:05:00,16,Carrara,Hawthorn,St Kilda,St Kilda
2020-09-06 15:35:00,16,Gabba,Essendon,Geelong,Geelong
2020-09-06 18:10:00,16,Carrara,West Coast,Western Bulldogs,Western Bulldogs
2020-09-07 19:10:00,16,Cazaly's Stadium,Fremantle,Melbourne,Fremantle
2020-09-08 17:40:00,16,Adelaide Oval,Greater Western Sydney,Adelaide,Adelaide
2020-09-08 20:10:00,16,Carrara,Sydney,Carlton,Carlton
2020-09-09 19:10:00,16,Gabba,Gold Coast,Brisbane Lions,Brisbane Lions
2020-09-10 19:10:00,17,Gabba,West Coast,St Kilda,West Coast
2020-09-11 19:50:00,17,Carrara,Richmond,Geelong,Richmond
2020-09-12 14:10:00,17,Carrara,Fremantle,North Melbourne,Fremantle
2020-09-12 17:05:00,17,Adelaide Oval,Essendon,Port Adelaide,Port Adelaide
2020-09-12 19:40:00,17,Gabba,Melbourne,Greater Western Sydney,Melbourne
2020-09-13 13:05:00,17,Carrara,Adelaide,Carlton,Adelaide
2020-09-13 15:35:00,17,Adelaide Oval,Western Bulldogs,Hawthorn,Western Bulldogs
2020-09-13 18:10:00,17,Cazaly's Stadium,Brisbane Lions,Sydney,Brisbane Lions
2020-09-14 19:10:00,17,Gabba,Gold Coast,Collingwood,Collingwood
2020-09-17 19:10:00,18,Carrara,West Coast,North Melbourne,West Coast
2020-09-18 19:50:00,18,Gabba,Greater Western Sydney,St Kilda,St Kilda
2020-09-19 14:10:00,18,Carrara,Melbourne,Essendon,Melbourne
2020-09-19 17:10:00,18,Adelaide Oval,Richmond,Adelaide,Richmond
2020-09-19 19:40:00,18,Gabba,Carlton,Brisbane Lions,Brisbane Lions
2020-09-20 13:05:00,18,Adelaide Oval,Gold Coast,Hawthorn,Hawthorn
2020-09-20 15:35:00,18,Carrara,Geelong,Sydney,Geelong
2020-09-20 18:10:00,18,Cazaly's Stadium,Western Bulldogs,Fremantle,Western Bulldogs
2020-09-21 19:15:00,18,Gabba,Port Adelaide,Collingwood,Port Adelaide
2020-10-01 19:40:00,19,Adelaide Oval,Geelong,Port Adelaide,Port Adelaide
2020-10-02 19:50:00,19,Gabba,Richmond,Brisbane Lions,Brisbane Lions
2020-10-03 16:40:00,19,Gabba,Western Bulldogs,St Kilda,St Kilda
2020-10-03 20:10:00,19,Perth Stadium,Collingwood,West Coast,Collingwood
2020-10-09 19:50:00,20,Carrara,St Kilda,Richmond,Richmond
2020-10-10 19:40:00,20,Gabba,Collingwood,Geelong,Geelong
2020-10-16 19:50:00,21,Adelaide Oval,Richmond,Port Adelaide,Richmond
2020-10-17 19:40:00,21,Gabba,Geelong,Brisbane Lions,Geelong
2020-10-24 19:30:00,22,Gabba,Geelong,Richmond,Richmond
